region,id,min_date,max_date,n_days
South Africa,1jQvUmf16VE9WQCPuK2e8K,2018-10-05,2018-11-30,20
Sweden,1KVczjazCcCCgM3gXXUl47,2018-12-07,2019-02-07,33
Brazil,2Ab1wPTEqulaCGoBak1gUo,2018-05-11,2019-06-24,406
United States,7g7raxdQpiLZT7aOlib4S1,2017-12-23,2018-01-10,17
Viet Nam,4cbdPT6uaBOgOQe3fLMofl,2019-05-02,2019-05-13,12
Canada,32h59T8q2SonUPJ006lyXt,2018-12-09,2021-12-26,25
Canada,2zHu4GAsQIw2skGszWEMFY,2017-12-09,2020-12-25,23
Sweden,2CYVETnhM9aytqrazYYwrK,2021-04-09,2021-04-12,4
Ecuador,4X5V0XWXYbjlq4yBuPiYfA,2018-04-12,2018-04-28,6
Slovakia,52EB2Gk1nkxZmbomJOXUde,2019-02-22,2019-02-22,1
France,6DBSDcKDo51KcUmEqCTHzB,2019-03-24,2019-04-04,9
Belgium,1Mk75HVvjXMIci5ROOjvAZ,2019-09-19,2019-09-27,7
Thailand,31zkfF9LTPEbnwdaz6MERy,2019-01-31,2020-01-27,311
Israel,7gkWXbAxIYuvtOpcN3p9GJ,2018-07-13,2018-08-16,35
United Kingdom,0LiIvnK432UKVCPOkSUnJJ,2019-02-22,2019-05-21,87
Hong Kong,0Sv0LeWoprZBzbMoucGcy3,2018-02-16,2022-02-09,15
Morocco,2jzOobjBxuqy1x5bVG9jYF,2020-10-03,2020-10-11,5
Sweden,1amKdcu187GsDejs0xOEmb,2017-11-10,2017-11-10,1
Taiwan,6Na5uKk5SsqZimk0hAWo8y,2017-06-30,2017-07-08,9
Costa Rica,4lzxJ4jCuFDXXGkE1LmpKR,2019-03-28,2020-08-22,512
Hong Kong,42NpUvd0I2kdIuMXX4nobE,2017-05-26,2017-06-04,4
Czech Republic,3ZDJyu0ozwySVzgMWoBjgL,2021-07-12,2021-07-15,4
Singapore,0Tel1fmuCxEFV6wBLXsEdk,2017-01-07,2019-04-26,2
Indonesia,1T4UjU8jLZi3M3VFw26gfN,2020-08-07,2020-08-07,1
Sweden,66W1rVTnEv86dIkFhoiElg,2020-04-24,2020-08-22,76
France,0X6qvJnNt63ANu4QJLmQtW,2021-12-03,2021-12-03,1
Switzerland,6bi86Zwk21G2n3bn7we0s8,2017-09-29,2017-10-02,3
Philippines,11Tfh16o0SW8KdiQdeESEX,2018-04-13,2018-04-15,3
United Kingdom,0cJZTQ1x6ko3gbtoLKaoQe,2020-08-14,2020-08-14,1
Portugal,1VdZ0vKfR5jneCmWIUAMxK,2017-01-06,2019-06-05,11
Ecuador,3QNh1pSglpiumBHtU8XnQe,2020-05-29,2020-05-29,1
Latvia,27RYrbL6S02LNVhDWVl38b,2020-11-29,2021-12-31,59
France,3UDiwDYlN33NmalHdpbpAi,2020-10-25,2020-11-29,34
New Zealand,6qL5UWxRSQYml9O99ozoLv,2019-11-17,2019-11-18,2
Philippines,4eEZoKgJBFjMaisskDfXmu,2021-11-13,2021-11-15,3
Denmark,6cWRvS4rfEHrSyXK1yFLKf,2021-11-12,2021-11-15,3
United States,1pbbsI2KGPOMu0HmuGccBu,2021-06-25,2021-07-02,8
Canada,62itulOgU4flQFuI7f7JF8,2020-09-25,2020-09-25,1
Italy,4h4WKGpUd9AHq9Z2DnBIzS,2019-06-20,2019-07-04,15
Honduras,0v2LUO8oTHnkjQ8MmKuXyk,2018-08-17,2018-08-17,1
Ireland,2qzUpSVI4NnPyWxbXwumTj,2020-06-20,2020-07-02,13
Argentina,47gSYfwFBbV1BXHfXEq1qs,2021-06-30,2021-07-25,26
Lithuania,4PrlkCGa3bBmU7QIboyxII,2018-08-31,2018-08-31,1
Poland,2C80DdATZPDbwpLOyimIM0,2021-08-04,2022-02-11,188
United States,003vvx7Niy0yvhvHt4a68B,2020-08-15,2022-02-11,461
Singapore,0sTlGEld0h8kIPZaKDYUf4,2022-01-30,2022-02-11,13
Hong Kong,12ITV0PgebDVAtQBYcEuqX,2020-04-10,2020-05-06,9
Japan,6rVCUwfnuYTAsX4P9fIdIu,2021-12-22,2022-02-11,49
Denmark,1vi9adPJiD4d22ybGp25hy,2018-06-16,2018-06-17,2
Taiwan,7Fis8Li5gnB2IBTFdbCrx1,2018-06-04,2018-06-04,1
Austria,2DTpP3caqX3QdJIEoS83mD,2021-09-24,2021-09-24,1
Colombia,5egqKwgK5r5rvGD1LrtR7J,2017-07-21,2017-07-21,1
Belgium,1010IFNdjlJv8ZRNkyTkxX,2019-01-25,2019-01-25,1
Mexico,57BrRMwf9LrcmuOsyGilwr,2017-07-21,2017-07-21,1
France,58st6r10Ze6QomHs0BMUA8,2018-08-10,2019-01-22,154
Ireland,6Jt1ccJG0ZiT9acRHl1YfQ,2019-06-14,2019-06-14,1
Guatemala,0pB0CN0dxKKmZghn4gpLhj,2019-04-05,2019-04-05,1
Romania,5iHaOaMTQA3f24kD4oTR2x,2020-11-13,2020-11-13,1
Romania,5uYqmEN6TAAE8ss8YmprNV,2020-12-25,2020-12-27,3
Germany,06bKM4n3fNeLZxZkOPpyrp,2018-08-07,2018-08-09,3
Australia,2HrMDMckfCyM4OcZxXuiRn,2020-07-24,2020-08-04,11
Guatemala,6Ee34qCOE6FBzEPRAGwSrn,2021-07-30,2021-08-14,13
Netherlands,6MURfsRow7L2Av3HxLmmnV,2020-07-06,2020-07-06,1
Japan,4ecVWqbtW6phQGpZMAyqIU,2020-08-18,2021-01-22,158
Canada,6g1NlCpW7fgqDnWbCCDrHl,2018-04-20,2018-07-02,65
Bolivia,3AlpkljBS1AU7HFVPms8K6,2017-12-25,2017-12-25,1
Germany,2O7aCInHHEjbzEWpWtRZFq,2018-11-23,2018-12-06,13
Argentina,17FyWGvqby379Q92sn23jW,2018-05-25,2018-05-25,1
Iceland,7fEoXCZTZFosUFvFQg1BmW,2020-11-06,2020-11-10,3
Austria,7ni9L7ymaFjS2X6DlbIpgu,2017-06-09,2017-06-11,3
Czech Republic,0a8FOhgfHdcvTQthtqUjdz,2017-12-15,2017-12-15,1
Canada,2tuPBPax5DPwNAMVbHa4fW,2017-07-21,2017-07-23,3
Bulgaria,0VsGaRXR5WAzpu51unJTis,2019-07-12,2019-07-18,6
Colombia,4Ba4zZmZbDA3yCyDXxRvNP,2019-01-27,2019-04-07,68
Sweden,50U8gEJHscOnQk6DYoq5Hm,2018-12-23,2018-12-24,2
Egypt,31iqbIPciULSvmy9KGKciU,2021-03-22,2021-03-29,8
Russian Federation,5jXocrsUwpKwWyI5BZLKFA,2022-02-10,2022-02-11,2
Brazil,7j5Bbkg5cHDkf0ETPGf2Uh,2018-12-20,2019-04-11,113
Iceland,6SznMYPQJHzr3IwsAHLId2,2017-03-03,2019-08-11,15
Slovakia,07P6fYZqereUuT87GnD2Px,2022-01-01,2022-01-01,1
United Arab Emirates,7EkWXAI1wn8Ii883ecd9xr,2021-05-15,2022-02-11,271
United Kingdom,4BdIxxdtdpxaPk3vXYL47G,2017-05-06,2017-07-19,45
Finland,4rino0wsmUcK36Ro4CCrke,2017-01-01,2022-01-02,24
Saudi Arabia,06EL94D0TA27Ik0Ke5usbj,2021-08-07,2021-08-13,7
Norway,4z4md0IyskMlTPtLtcISTX,2018-05-25,2018-06-02,6
South Africa,2BwTTHpaBZ9DuARYrIccyh,2020-03-27,2020-03-30,4
Thailand,3bxtgzAeAZPdRtKoPL5GG2,2018-04-21,2018-04-21,1
Australia,2DuPBbS5mIldXnh7Wum8Cy,2021-11-18,2021-12-09,22
Portugal,4bjPdsuv5zMINSxuaSm5QF,2017-07-28,2017-07-28,1
Dominican Republic,0FlfN5cbUUpIHCRH8X1M44,2020-07-23,2020-07-23,1
Switzerland,25qfFpoGhk9Njgu5nl36sS,2018-05-18,2018-05-18,1
Austria,4ZYGWjyAsl5TqyaQVNjF4e,2018-02-09,2018-02-15,7
Guatemala,2gbMPBrBVj3CuNTLp2dHYs,2021-08-30,2021-08-30,1
Dominican Republic,1mDGDb2fUmUMdqV3tb8VKQ,2017-05-02,2017-06-01,21
Uruguay,4N1c5rmWOzRmB9SMacr5wB,2017-06-23,2018-09-02,368
Costa Rica,5YEOzOojehCqxGQCcQiyR4,2017-05-09,2017-05-09,1
Slovakia,7q8cy4uoA2itYATsKeXhcq,2018-10-05,2018-10-05,1
Thailand,0HqzhHq24yCgB9gz5dVFn8,2021-06-11,2021-06-11,1
Guatemala,6QY4K8DzL1HtAZbz7BGGOx,2017-11-16,2018-01-11,52
Singapore,72OGJT4cL9BQjHTa8h28tz,2017-04-28,2017-04-30,3
Netherlands,4tTToKRM6ejKol1z8h6UjO,2021-06-25,2021-06-25,1
Honduras,6zrJLhslleCHby0wbUnvVy,2020-03-27,2020-03-31,5
Romania,3O0e0LHTpza0rYVDbZfQ4r,2019-04-12,2019-04-12,1
Lithuania,1JaCZCv84SCccP3TPUmUYp,2020-09-04,2020-10-16,35
Hungary,5UYK9MervBCROg8AHNeEIy,2019-03-01,2019-03-07,4
Ukraine,5vX9T32sNpCOvRovKiG7Av,2021-02-05,2021-03-07,5
Slovakia,3lxaB3s0goImdRvo5PRep8,2020-10-02,2020-11-22,51
Denmark,1Cv1YLb4q0RzL6pybtaMLo,2020-01-26,2020-12-31,181
Germany,6nGtbklEfeXapvjTbV8kzn,2021-11-12,2021-11-12,1
Switzerland,6dlFPrQ8AvKFPKJ7ZeyDMT,2020-05-15,2020-05-15,1
Malaysia,5rFj8OzffT0iggSjcBaeND,2018-12-21,2019-04-12,112
Austria,3KD8GGxoGJOJVuy4775MFn,2017-08-16,2017-08-31,15
Netherlands,6MBOwj2sRPcdWHBhoxmgZT,2020-02-28,2020-03-04,6
Ireland,58jx3tTuDuzHysC77c0AQd,2017-01-02,2017-11-23,21
Netherlands,3NWrHCwvyII4fTx05PN3IO,2020-07-03,2020-08-20,40
New Zealand,4kbj5MwxO1bq9wjT5g9HaA,2021-08-15,2022-01-26,11
United Kingdom,6U0FIYXCQ3TGrk4tFpLrEA,2019-08-23,2020-04-30,114
Ireland,53Za5vyGc1x7GxgJVRjRKc,2018-08-02,2018-08-02,1
Netherlands,5a1ofLoPiAn5xxf5UE6472,2019-08-09,2019-08-09,1
Dominican Republic,7qwULjvTujatIaoWC1lu8b,2018-02-09,2018-04-15,12
France,7Hw83BLJ3ulbvrT6Wdpdh4,2020-11-20,2020-12-17,28
Switzerland,07FkzikE6FuHIa8Ma7zJGc,2018-07-24,2018-07-24,1
India,1980E4Grgu5xAhNbFZ1mb1,2020-11-10,2021-05-16,177
Turkey,6V2OkGhOSsGIFGzxzqZOXC,2018-05-07,2018-06-08,33
Taiwan,7yotKA30dwTKNEGomV9ZsI,2018-04-24,2018-05-09,16
Ukraine,0k1WUmIRnG3xU6fvvDVfRG,2021-09-03,2021-10-08,36
Finland,1HPS4eeHYYI1m0qz10BDU9,2018-06-02,2018-06-08,7
Belgium,3PlTbqRFK8xmkCzJWrF3XF,2019-10-11,2019-10-11,1
Israel,35RDmXJ59YYGNlv1KfTGsP,2019-04-19,2019-05-01,13
Switzerland,5iyZwawawLjHYpX4MxUKVF,2020-11-24,2021-02-28,75
Germany,4KPYXZUCKYLEEcGmKN4Exs,2020-06-02,2021-12-31,305
Switzerland,4JC18crxRPZOuTqBfXKFIR,2021-09-17,2021-09-17,1
Iceland,2U3LJfQB0ALLxC7Yy0QW7l,2019-01-18,2019-01-18,1
Switzerland,0viGbbEJ9xV6qNJsTaXruz,2020-11-29,2021-12-25,15
Greece,1Pl0khFV0USrnZevOC0dDE,2021-11-05,2022-02-11,99
Turkey,0Zx8khUcEfCFK2AEoIhC92,2017-01-13,2017-03-30,71
United States,6D2TCm4nf5nxAcdGJ7w3QP,2021-09-10,2021-09-12,3
Italy,550rQQCGkrTzvp4SfpOPzx,2017-12-02,2021-12-25,41
Germany,5huOzlgCK7PsMSG4TFBvKY,2018-01-28,2018-04-08,6
Guatemala,6aommJFM8i3iT4inKuDSXh,2019-10-09,2021-05-18,204
Lithuania,5zFglKYiknIxks8geR8rcL,2021-06-11,2021-08-27,74
Egypt,2QjOHCTQ1Jl3zawyYOpxh6,2020-12-05,2022-02-11,152
Brazil,0dyiHoYbYjYaOEXLpmzQZG,2017-06-16,2017-06-17,2
Taiwan,281tmNk46TBQS9ACYMLYyA,2018-07-10,2018-11-06,80
Malaysia,6YFzL1910P0fRFh865HmI3,2021-01-11,2021-01-15,3
Greece,6yOg1Tt1ELOWseyPg2vEos,2021-05-20,2022-02-11,268
India,5QDLhrAOJJdNAmCTJ8xMyW,2021-12-13,2022-02-11,61
Ecuador,624AL3EwsrgGIp6bdwmXgo,2019-06-07,2019-06-07,1
Portugal,20cn2KYYgyuxXRC3WynYZn,2020-10-17,2022-02-11,482
Taiwan,35NDAuYX7IGIPC922q7tKW,2017-10-16,2017-10-23,3
United States,2WsuSYJNXGKXVYkHPnq2yp,2019-10-04,2020-03-01,138
Global,5VzNsUnLmYcRfRfxpQsusa,2021-04-09,2021-06-07,58
Philippines,4tyX1rw9X309WkEdh2As4B,2020-12-11,2020-12-21,11
Argentina,6qI0MU175Dk2DeoUjlrOpy,2020-05-29,2020-06-01,4
El Salvador,5HABnFSYvl6mTmg8nSdzHa,2017-01-14,2017-07-14,46
South Africa,4wvnXoQqjIOoEis5eyTbCl,2021-07-23,2021-07-23,1
Ukraine,1C0UmBm1nyXdjiek3nQKAz,2021-05-27,2021-11-01,143
Switzerland,4I2dau4esPzwSTE21FI5Kg,2021-05-07,2021-05-22,15
Mexico,6RjJbVwSkEdr6UnzVUDtn4,2019-09-29,2019-09-30,2
France,3Saj2Z6EREWpbbXzERwYye,2018-03-23,2019-03-31,123
United States,7aZrmPqodHy4qlKeyjAgDQ,2022-01-21,2022-01-23,3
United States,09KlDlkOYuC5x6hOaM7vaP,2017-08-11,2017-08-12,2
Bulgaria,4yYvrii3UBxG4xHginvLR2,2020-08-09,2020-10-02,37
Bulgaria,6WCkyaVmut83CtBFEUhDo4,2019-08-09,2019-08-09,1
Netherlands,178iFQyGImdKhaD2PoVdnZ,2020-10-30,2020-11-03,5
Colombia,7EkWXAI1wn8Ii883ecd9xr,2021-06-27,2021-07-27,12
Denmark,3CVb6hkMrlF7eHhXi5B3PZ,2021-04-02,2021-05-28,57
United Arab Emirates,285pBltuF7vW8TeWk8hdRR,2019-06-05,2022-02-11,829
Mexico,2swZ0X1njeU32SNJeBKIfW,2019-04-05,2019-04-12,8
Latvia,4BRYmA7o6QzKlhhLgFNt88,2020-09-11,2020-09-11,1
Ireland,7CkbRn6S0itJqcqn88AtSV,2018-03-16,2018-06-20,10
Canada,3IKRHd9ihUdGffgz4Mbgv0,2019-03-15,2019-03-21,7
Global,7gMWTBRgB5CZdNDSuweCyr,2021-08-14,2021-08-28,4
Russian Federation,5bA2HBafCfregvLZV4idXb,2021-12-09,2022-02-11,65
Germany,291NfYHWvTXSrhQlpb8mOY,2019-08-16,2019-08-18,3
Russian Federation,1tkVLH17qwuisyRIVgBhSO,2020-07-19,2020-10-21,64
Thailand,1RVYucT3tc32YzRDsP30t3,2021-03-01,2022-02-11,348
Dominican Republic,5v4GgrXPMghOnBBLmveLac,2020-04-30,2020-06-18,35
Hungary,6FgizSVbAupclpzFX0SMxE,2019-07-10,2019-09-02,28
Brazil,1uryupl9hqVZYurJwH4G9k,2019-08-17,2021-01-03,473
Lithuania,1iQDltZqI7BXnHrFy4Qo1k,2019-09-27,2020-01-14,88
New Zealand,7u90MSvVyEjL0c8icaE7jl,2018-03-09,2018-03-16,8
Austria,4OENnoidV0h8gJV6bhrw7r,2020-07-21,2020-08-15,26
Austria,140GdyvzODCuH2w5oL8F4e,2017-08-13,2018-02-18,3
Turkey,36zl3Erf24YTffPXCzRGqJ,2021-11-19,2021-11-22,3
Spain,6xy6jNeNTYwjnKTDzMyHw2,2018-01-15,2018-01-24,10
France,6oQfeWqOgqVWvVq4jipjr5,2019-09-30,2019-09-30,1
Ecuador,4ZRrLHqzhGRXYj2qcB4s5S,2020-07-10,2020-11-12,126
Turkey,2FfJP3RZI9hEh9TBFZ6exe,2020-10-23,2020-11-29,37
Thailand,3AVXwaOGCEL8cmBecfcsFJ,2022-02-04,2022-02-11,8
Austria,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,2021-10-07,49
Costa Rica,53uF5QwHADVXKv383qXnXd,2020-06-02,2020-06-02,1
Finland,1sgDyuLooyvEML4oHspNza,2020-05-29,2020-08-27,91
Switzerland,4m4aiyWCBH011DhxQeoWt1,2017-09-22,2017-09-22,1
Viet Nam,1SL1m8JtOZml2zDr7qIyrC,2018-03-14,2018-04-02,16
Poland,2PpruBYCo4H7WOBJ7Q2EwM,2017-09-30,2018-05-19,49
Malaysia,1Bdptrvb7nQkq8kCw3siE9,2019-07-12,2019-07-13,2
Poland,3GcPR9wN7wMPLGoXruayyo,2018-01-22,2018-04-01,44
Latvia,6KjbNLbRjuoa8rEq5yNA6H,2017-04-07,2017-04-07,1
Philippines,55PZSFcKQxXH5BOOcDA6yI,2018-11-02,2018-11-18,7
Norway,559RWsQqSe4fNUffI9P7mW,2021-05-19,2021-06-08,21
Czech Republic,1fLhGF1JfGQYj6EZLndD86,2018-11-02,2018-11-02,1
Norway,7Le5UXQgzpsbK8oaEYGG6T,2018-06-01,2018-06-01,1
Bolivia,4kWO6O1BUXcZmaxitpVUwp,2018-06-20,2018-09-21,83
Belgium,3cphb8kdsjElYR7r5icK3H,2019-10-10,2020-02-20,129
Philippines,7BpYWzZwrsljT1eIjb0TqR,2017-05-12,2017-05-16,5
Norway,5W1DiMUBM2vAcXhXieeVD6,2018-10-19,2018-10-19,1
Germany,2xJCMIJfcNYDc5iR0sAm2O,2018-12-30,2019-01-01,3
Poland,22vgEDb5hykfaTwLuskFGD,2019-06-07,2020-12-31,283
Portugal,6f3Slt0GbA2bPZlz0aIFXN,2020-11-16,2022-02-11,443
France,5PlemGdKGymY91Emm5xDbr,2019-09-13,2020-03-19,138
Sweden,2Tq2R8sRftNEqdgJK5HadO,2018-01-11,2018-02-04,25
Panama,0QUnzLeB2USzFv8OqJe8S8,2020-09-20,2021-02-28,4
India,05SJ8KGRFN71oFy0jkLOOW,2020-10-05,2020-10-14,8
Costa Rica,2h9MKyF7PmWr99TeuoI8Xt,2021-12-12,2021-12-13,2
Norway,4AO1XhrgJczQ9bNVxdfKQe,2019-12-27,2020-01-16,21
Iceland,3B54sVLJ402zGa6Xm4YGNe,2017-06-05,2018-04-13,277
Netherlands,2K9Ovn1o2bTGqbsABGC6m3,2020-03-20,2020-03-26,7
Hong Kong,12E85xslLudzqOiti7rmzo,2020-10-06,2020-10-06,1
Germany,5CKtlUULFD5aPVX4PL02H6,2019-05-31,2019-05-31,1
Portugal,1iL2qN1fpyE9MxUhUUu0O4,2021-03-06,2022-02-11,343
Mexico,2F1lgFnya5d5c7tjuWNYeZ,2017-12-25,2017-12-25,1
Canada,4STaHtfguDMkWbPEo6Fwcx,2017-01-01,2017-08-07,193
Indonesia,4iJyoBOLtHqaGxP12qzhQI,2021-03-19,2022-02-11,330
Belgium,1nNbJBeuPnYj64LzQoBZKu,2021-01-22,2021-01-22,1
Indonesia,5yNEdBlZMxpcVtGKz5NFk5,2018-07-27,2018-08-27,29
Greece,6WBTeFDEfAJbaSUUc1V1xQ,2018-05-25,2018-06-11,14
United Arab Emirates,68EMU2RD1ECNeOeJ5qAXCV,2020-06-25,2022-02-10,75
United Kingdom,7H6ev70Weq6DdpZyyTmUXk,2017-01-13,2018-12-31,6
Japan,08bNPGLD8AhKpnnERrAc6G,2018-02-09,2019-03-22,262
Dominican Republic,5e9Otk4mv4O0DOoKjjZcG1,2021-11-12,2022-02-11,92
Global,1vuUbnY82fCNjfzqjLmblw,2020-09-25,2020-09-25,1
Turkey,0c4orZI2hBcd7VfkFB6FDI,2021-03-26,2022-01-25,304
Australia,2oZmMp5M6L0Rh7G84Um2tF,2018-08-17,2018-08-17,1
United Kingdom,4etKC4ngPKsQDHUMnYgV3A,2019-11-08,2020-05-21,145
Malaysia,2IHLaN6wwYKQ3S24NsQqpA,2020-03-06,2020-04-09,35
Portugal,0dssTLrqY79Klk6jx2RXCj,2017-07-21,2017-07-21,1
Netherlands,0YbI9lWxUBsCJLb6EBydkr,2021-10-29,2021-11-04,7
Panama,79Bm3DTEYuQsDpUVHbSRsL,2017-01-25,2017-03-17,22
United Kingdom,4OZVHWYtGOaQuK0oQikS2b,2020-11-06,2020-11-06,1
United Kingdom,1FBi1YWCAxlRmfuUbMINqO,2018-11-09,2018-11-13,5
Italy,1MGXWglFoINJdrcp2W0U0w,2018-04-19,2019-07-04,442
Switzerland,4eNOLmx8r2IJAVKvBBL1jv,2021-04-02,2021-04-06,2
Guatemala,5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,2021-03-01,485
Luxembourg,2prnn41CblB8B4yWACDljP,2021-09-03,2021-09-04,2
Colombia,5rqWK6YYPLTv86c0ESqUDJ,2017-12-25,2019-01-01,5
Canada,3YU6vJbjYUG0tiJyXf9x5V,2017-12-01,2017-12-14,14
Honduras,1wcE84DVQUF16xudVFzezL,2021-10-19,2021-11-13,17
Norway,25oDeQ2nEskVQotLmQNj8B,2018-12-31,2018-12-31,1
South Africa,2j7mcsEz4n5XxMMqqjjB6p,2019-07-12,2019-07-12,1
United States,6OTKVgVpVaVjhRLYizPJKA,2021-08-13,2021-09-29,44
Dominican Republic,62aP9fBQKYKxi7PDXwcUAS,2020-04-23,2020-09-30,154
Slovakia,0bcEHhsuLRDm712CQHomdm,2017-11-16,2017-12-05,18
Canada,4Pbg79cTBu4vgSphoyNq3j,2018-04-20,2018-04-26,7
Thailand,6SqOpxXMMS8axhJoqz8Nel,2020-08-08,2020-11-11,75
Canada,5tHf0v419Ia09AS9sEK6iF,2019-09-20,2019-09-21,2
Israel,65OVbaJR5O1RmwOQx0875b,2021-03-05,2021-07-15,51
Mexico,5Mw46yRtdiOdjqSG0eDItr,2021-11-05,2021-12-01,27
Hungary,2J2Z1SkXYghSajLibnQHOa,2021-10-26,2022-02-11,24
Taiwan,2pvdWCvcRCNMNjn9cpJFH8,2017-03-29,2017-03-31,3
Honduras,7AjcJrynzHWlawo87kafY2,2020-12-24,2021-01-12,18
Costa Rica,5XkyZyKMdFungjDb9cUKc3,2019-06-14,2019-06-14,1
Bolivia,4Pzk85DqWoLqptyA5IlhLk,2020-09-07,2020-10-11,35
New Zealand,3MK6OsCb4VJGdPxvXjW8Q9,2021-04-09,2021-04-13,3
Israel,4sPmO7WMQUAf45kwMOtONw,2018-03-17,2018-09-09,21
Colombia,4MR1AZhe1p0zTuH2HGhX9L,2019-05-17,2019-09-06,112
Russian Federation,6mS8cd33jFrighnLc0obxQ,2020-10-26,2020-10-26,1
Bulgaria,1oJ8EDr2pv94IvSd6ZmDgo,2018-12-07,2018-12-14,2
Taiwan,7CCU9Z2q7StEgvvUS2Lhfx,2018-04-14,2018-04-15,2
France,4IWAyPf1KMq7JCyGeCjTeH,2017-06-05,2018-02-21,137
Austria,0IqCoZ168iRc9LqfrYgpZy,2021-07-19,2021-07-21,2
Hong Kong,5goGDc74vVREyN8al8CkPh,2018-01-21,2018-01-25,4
Malaysia,5uHrWZqndnheP1qtYr6xGC,2020-05-22,2020-05-29,8
Norway,2ygvZOXrIeVL4xZmAWJT2C,2020-07-31,2020-10-14,64
Slovakia,1yoMvmasuxZfqHEipJhRbp,2020-08-21,2020-10-10,50
Netherlands,5ZSl6gDoV6bPPxzmLeneV9,2019-06-13,2019-06-30,14
Canada,6IeK3Ap5m3HabwJxgI6eSE,2017-11-19,2017-12-26,29
United Arab Emirates,1Bg2CNZw6S4e9cGWPmi0uI,2020-12-25,2020-12-25,1
Slovakia,5MRyILVveZXLKt4NReRIWw,2020-07-31,2020-08-09,10
Germany,30F6ieEtboBJPoE92epXMO,2021-11-05,2021-11-09,5
Sweden,3hlMc04Y5u34IDI4T42T2E,2021-01-15,2021-01-20,6
Sweden,5ZpjODX6OH1xZs3AOewTO6,2018-02-02,2018-02-08,6
Hong Kong,4umIPjkehX1r7uhmGvXiSV,2020-02-14,2021-04-11,418
Poland,0nneHGyf66QAXiHdlXqrJB,2019-09-27,2019-10-03,7
Malaysia,2JoIjuzRplpYGvvLpSW2on,2019-06-17,2019-07-09,23
Australia,38GBNKZUhfBkk3oNlWzRYd,2021-07-30,2021-08-18,20
Belgium,2I1cp0XTfR0WAHqlwDqmhL,2018-05-18,2018-05-18,1
Paraguay,3eekarcy7kvN4yt5ZFzltW,2020-04-24,2020-06-04,35
El Salvador,0XMCmQYUzuPa8spjSW62zm,2017-12-24,2022-01-01,18
Estonia,46nvQpUDsxpS08UTFOeKTA,2021-10-29,2021-10-29,1
Romania,0v1x6rN6JHRapa03JElljE,2020-08-21,2020-08-30,10
Greece,0EzRnjtN5ER0wu1IudNom8,2019-08-02,2019-08-04,3
Finland,2JfXj2TERIkHwJpnG9f8uX,2018-03-20,2018-04-22,34
Belgium,1DFD5Fotzgn6yYXkYsKiGs,2019-05-08,2020-12-31,520
Russian Federation,3RgxPEa4Jxw2MsaEOXDtql,2020-08-28,2020-08-28,1
Norway,1bj8x3ERN9gSc2NfJIpc76,2020-10-30,2020-10-30,1
Canada,0rGCh6Ghy785e9wmjwNv4S,2017-11-04,2017-11-06,3
Romania,27P4XoNXXEV4lTc3sB61RK,2018-11-02,2018-11-05,3
Finland,6Y1NI6LbeRoxwQHWrrjLJG,2021-09-03,2021-09-04,2
Hungary,5IwUFTiNkarb5HEtNRtRtc,2019-01-25,2019-01-27,3
Poland,02RqhFaAYzWScfVzKfTZ7L,2020-01-07,2020-05-09,119
Belgium,6755DFiZ7CWe2WMdTGW5C1,2021-04-16,2021-04-19,2
Bulgaria,6ZmwwHYtun94UOdFWWgdif,2020-01-17,2020-01-17,1
Romania,38Vh0iUlilcvnBNWS4saSD,2021-12-10,2021-12-10,1
Hungary,4v094LQ9eF10k2O2Te2ngK,2017-10-20,2018-01-23,81
Nicaragua,1lh3TnDpfNBNfLfOWghNnp,2020-12-25,2021-01-01,2
Sweden,7mEH5HDEDwZta6G2oHTmvn,2020-06-05,2020-10-19,129
Ukraine,3CcpSrT63w2ITlAHfNMiYV,2021-03-13,2021-04-26,28
Germany,0YMtWgcrXKTxwCeQ1yeEvu,2018-11-02,2018-11-12,10
Peru,1clLBqIma442MQQ9FMaaCu,2018-09-29,2020-02-08,422
Paraguay,0SJ7vFES0Lj6pnumh3DhCe,2020-05-22,2020-05-22,1
Australia,4b1yxSdlumA8N4fEk4UOZp,2022-01-01,2022-02-11,42
Dominican Republic,3lujIOsujprOuTLoBejPHl,2017-12-31,2018-01-01,2
Romania,7qEHsqek33rTcFNT9PFqLf,2019-05-17,2021-10-03,792
Norway,0lsRatBUs9HNIZAmoGABzk,2019-12-14,2019-12-16,3
France,29XAdfN3QsUoIDadGomdZp,2019-04-05,2019-04-18,14
Mexico,6U2NuJILEOEpW2tVCuqKHb,2018-04-28,2019-01-04,232
Guatemala,2E5AxSvxrnRsaExLe1aaXI,2021-05-07,2021-06-16,30
United Kingdom,78Whqvk23AqxailSEMv83F,2020-02-21,2020-02-21,1
Singapore,4qMt92hgQlJMyJjdI0Nw2h,2020-08-28,2020-09-06,9
Sweden,7yyRTcZmCiyzzJlNzGC9Ol,2017-01-01,2017-01-19,19
Australia,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,2022-02-11,195
Poland,2u6dedaqZJeVFvqCTA0Qdm,2018-11-16,2018-11-16,1
Switzerland,4Xqx3BINZ6PZmTCg4xqR67,2020-12-18,2020-12-18,1
Germany,39ihhJXNBSzBieCPY1nZwB,2019-05-24,2019-05-29,6
Hungary,0T6RSXxFhW8dRTWHI604ld,2018-12-07,2018-12-10,4
