danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.699,0.744,1,-3.947,0,0.0275,0.0696,0,0.0751,0.81,114.025,7gKqjNMM4ikt7KFTRsgZgL,187067,4
0.508,0.892,10,-4.475,0,0.0644,0.0265,1.29e-6,0.471,0.591,184.018,6vz1WkBUD7kqKfxsYxj3n6,245217,4
0.692,0.646,4,-4.085,1,0.0417,0.47,0,0.208,0.218,124.049,0cawDoyp5grdy3Sdue0QzT,191960,4
0.526,0.126,5,-12.774,1,0.0441,0.948,0,0.105,0.282,125.945,4L8MTvkf2uLxBcalXgjA1f,244090,4
0.72,0.769,8,-7.53,1,0.271,0.0612,0,0.192,0.731,95.403,2We24OFf8Ks9X3PlH2ydUz,170500,4
0.491,0.689,0,-7.223,1,0.0317,0.155,8.31e-5,0.284,0.375,144.008,5oFYjNVDaGWnFCnTu3qm9G,284064,4
0.724,0.747,11,-7.482,0,0.3,0.28,0,0.246,0.549,96.452,77qn8ynQa4ZdXmCw5XeALp,151928,4
0.499,0.629,5,-10.229,0,0.0951,0.16,8.79e-5,0.0965,0.296,187.709,5Xwb5u5Imhk3mJVLwjsX85,232765,4
0.605,0.403,11,-10.952,1,0.0582,0.6,1.66e-6,0.117,0.478,119.804,1ZfZBRT116m9NqefWEIhlG,229120,4
0.698,0.887,9,-4.613,1,0.0397,0.0194,0,0.33,0.936,122.982,6PU6ClCg8VzZ6LWlHPoK62,249053,4
0.816,0.578,6,-7.23,0,0.395,0.0963,0,0.183,0.636,83.641,56M8nx9atYDlf3hpv3k5Ru,131307,4
0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-6,0.0788,0.384,179.629,3ZD3kjn80pQ9keYO8eqp9d,189333,4
0.622,0.526,9,-11.589,1,0.0264,0.384,0,0.0864,0.195,105.043,0KI0Fa8pmbAHzANilW4Tc0,283429,4
0.54,0.664,10,-8.103,0,0.0385,0.438,0,0.13,0.513,168.19,2RKpBwxers2Qi1bKaCtvDL,222200,4
0.944,0.545,11,-9.726,0,0.146,0.0184,0.565,0.0664,0.793,124.994,50hCJr8qMDdQj9w1jU9nm0,79695,4
0.824,0.831,7,-5.887,0,0.0535,0.161,8.2e-5,0.153,0.541,132.075,21YjU8Omx5hHdYjTJn3jy6,190009,4
0.854,0.686,8,-5.777,1,0.102,0.0755,1.36e-4,0.0505,0.756,96.028,4kxELPk1Je0OXgiYnVhqSs,115391,4
0.663,0.944,8,-3.088,1,0.274,0.57,0,0.147,0.777,172.026,3vsVBTsNAEhQh8cWTT9aca,189767,4
0.79,0.631,1,-8.584,1,0.348,0.00248,0,0.334,0.515,103.055,7Mbie11zxU9Ls3XNR2QnAa,124660,4
0.837,0.736,6,-5.187,1,0.272,0.038,0,0.0659,0.5,96.978,35BM64qmGjjVBPwP95oGKu,222680,4
0.531,0.527,7,-7.515,1,0.0286,0.487,2.17e-6,0.116,0.354,138.123,4ZMGWAlqX9AnrHP2KE7akd,275870,4
0.93,0.855,6,-4.594,1,0.0674,0.0923,0,0.274,0.969,123.944,6KaNbmP2kx6eHpaDg2qlRO,117490,4
0.734,0.708,1,-7.026,1,0.271,0.0666,0,0.106,0.548,143.977,0ZluYVaa6uF6YKgFo55l4h,213333,4
0.428,0.675,8,-7.459,1,0.464,0.517,0,0.108,0.243,91.987,4H3t1QjiDJg4TNX1BrriId,175565,4
0.576,0.806,8,-4.678,1,0.147,0.582,1.85e-6,0.0758,0.924,126.495,6UGc9l0tpk1xSx9KV2fOVf,204277,5
0.825,0.605,9,-7.857,0,0.371,0.0885,0,0.102,0.52,116.913,1OvhwOWke6RpZXEHzE1Bdz,245636,4
0.814,0.574,11,-7.869,1,0.334,0.172,0,0.152,0.393,157.944,17INOhxRwiCZt9bkc2i2dF,241519,4
0.801,0.692,9,-8.38,0,0.176,0.049,0,0.834,0.707,124.946,3boMRV9etBbzumzaC8X53j,212000,4
0.821,0.925,2,-2.677,1,0.0363,0.0521,0,0.0676,0.63,126.017,3u5dZBQfFUhUTPzCPynA2i,176190,4
0.757,0.813,10,-4.661,1,0.0438,0.0459,0,0.0741,0.668,121.034,50v2TSRV31bwpAPkjWejNL,177501,4
0.783,0.575,1,-10.269,0,0.162,0.46,0,0.179,0.835,140.135,4hPdYHFBqvj2uxE8SdBjIE,257153,4
0.805,0.523,5,-8.514,0,0.217,0.0734,3.2e-5,0.0969,0.562,97.032,4IVKJlx7OAZdIOBG1z8Xie,130515,4
0.768,0.597,11,-6.383,0,0.178,0.463,0,0.138,0.301,145.19,6WeGk59IppIF5arUwq2wQt,109664,4
0.676,0.599,2,-4.242,1,0.291,0.118,0,0.0314,0.484,99.779,2ZsEVaAEoRG2b8H1zd2d8B,195453,4
0.6,0.238,1,-13.205,1,0.075,0.636,0,0.321,0.257,121.963,4bq2undrbcGi7blrqTAyvV,177420,4
0.573,0.89,5,-3.53,0,0.214,0.0212,0,0.132,0.242,130.251,1hlT8F0X27uf3fpOWawjbY,121771,4
0.777,0.668,4,-8.837,0,0.107,0.249,0,0.0778,0.243,103.036,4tol1MDcpILru9sy04rkel,237014,4
0.882,0.467,1,-7.5,1,0.0513,0.0222,1.09e-5,0.0618,0.84,124.015,5F6tLUQGd7GtiWID9ZEzev,342662,4
0.674,0.292,3,-9.813,1,0.0336,0.803,0,0.116,0.196,98.882,2tdccUyOy1dzdpnmfc8GVY,191930,4
0.746,0.668,7,-6.496,1,0.0398,0.642,0,0.109,0.798,151.853,6rfNbeEGCh8M5AAj879g0r,179452,4
0.71,0.762,1,-5.165,0,0.1,0.359,1.05e-5,0.0697,0.817,75.016,3SLe9d9gWYnpavdEsMHKKU,208722,4
0.895,0.737,9,-7.513,1,0.215,0.537,7.42e-4,0.0779,0.605,138.914,5iT7tVwKd5oFO57JBfpzP1,200288,4
0.563,0.756,7,-7.112,1,0.402,0.246,0,0.618,0.376,80.881,5CXjevTAQIYO1Z0yyiOOno,253680,4
0.56,0.727,0,-9.815,0,0.0348,0.0388,0.783,0.139,0.557,120.068,7MLUgy8mi3dHmcTzUVR0Y6,138196,4
0.483,0.776,4,-6.179,0,0.0568,0.309,0,0.0869,0.151,144.095,71hE3vCJBlhoQdnrJerwXk,282694,4
0.766,0.91,7,-3.013,1,0.112,0.209,0,0.0664,0.812,120.042,4Em3eWrj8aSyGIE5lGHgMd,201413,4
0.636,0.832,7,-4.694,1,0.172,0.0528,0,0.26,0.621,172.993,3FSzLjfPDHKgVFpZgWknqk,178539,4
0.769,0.755,0,-4.405,1,0.162,0.0827,0,0.0638,0.747,91.887,6bEyu7fMzsnP5COEg3RkWn,175840,4
0.67,0.874,8,-5.221,1,0.0305,0.00231,1.72e-5,0.3,0.789,130.041,3dPtXHP0oXQ4HCWHsOA9js,261013,4
0.58,0.481,0,-9.561,1,0.0551,0.77,5.56e-4,0.11,0.818,60.479,1VJ7nEmBgIVhj0okshMKFL,78156,4
0.8,0.491,10,-8.293,0,0.0468,0.309,0,0.332,0.425,135.008,3axhnTsNa4YefoyLGxjdWz,187654,4
0.803,0.588,10,-4.68,0,0.0641,0.184,0,0.0792,0.571,89.973,4ef665KqgZWRooxhSwtQtH,172389,4
0.86,0.593,1,-6.735,0,0.295,0.196,2.94e-5,0.0707,0.54,81.988,6Fnriu0MGPeYMZ6l8GkWZm,164133,4
0.664,0.764,7,-5.371,0,0.155,0.524,0,0.104,0.538,139.861,4dMaMiFRQ364Eukm3NNYAs,292080,4
0.839,0.639,0,-6.036,1,0.0593,0.0243,0,0.0992,0.375,117.952,3jpeo8JtADAgw5VViBifUN,221205,4
0.599,0.585,0,-7.284,1,0.0725,0.0642,2.07e-4,0.0743,0.214,119.985,6rKmnzp0nUpHvjLK7FXSnP,203637,4
0.839,0.764,9,-4.996,0,0.0935,0.0106,8.78e-4,0.24,0.537,140.059,5fTlCLfeYwry3GhpSquOzp,167051,4
0.61,0.582,8,-5.409,1,0.0327,0.293,0,0.122,0.19,132.07,5nhdL0kvFVnRLIuygOcfQ9,200173,4
0.555,0.609,7,-5.317,0,0.0388,0.574,8.65e-6,0.138,0.422,150.047,2F1VHMKxjQwmpkE4PJ3KzI,194899,4
0.951,0.577,1,-4.777,1,0.264,0.164,5.02e-6,0.0904,0.448,104.996,7hQJVCGWjHvoO0zv3sw6fY,192875,4
0.667,0.746,0,-8.287,1,0.033,0.00882,1.32e-4,0.302,0.677,124.998,6og6QacUcimozvJoPo1Oag,223776,4
0.673,0.612,9,-7.419,1,0.241,0.232,1.11e-5,0.15,0.306,147.874,6yxTnrfmP6IPqzmQNkSv3S,215173,4
0.806,0.416,4,-8.032,0,0.478,0.0886,0.198,0.11,0.317,173.886,3yRtCntPrFnfYgiqn1He2o,154600,4
0.76,0.709,1,-6.956,0,0.209,0.0438,1.6e-4,0.0837,0.444,139.905,7wv8GkrBxS7S5LguyBP9hA,215143,4
0.602,0.785,8,-5.012,1,0.256,0.0037200000000000002,2.38e-5,0.22,0.376,86.869,6YDafSaQ26Nr1pb7rNQaIC,227936,4
0.834,0.808,11,-2.597,1,0.0542,0.0569,5.2e-4,0.222,0.829,104.026,4gqMVEJSaL5nNeKj5WmVoT,198453,4
0.918,0.805,10,-6.268,0,0.155,0.422,5.4e-4,0.103,0.528,120.008,4v4ZuW2tjSyyci2BcE5bTp,153147,4
0.619,0.418,9,-9.127,1,0.0305,0.593,2.21e-4,0.11,0.417,111.057,6Wo8blkPPnkSxDH23wSYvF,255800,4
0.634,0.741,0,-3.854,1,0.028,0.118,0,0.172,0.572,124.981,5KYcEphExOGDykB2duPiLY,236577,4
0.647,0.702,7,-4.933,1,0.0374,0.0337,0,0.37,0.582,139.015,3A20rdsGLvHVAxrkGtrUTu,174533,4
0.687,0.703,11,-5.11,1,0.353,0.0712,0,0.186,0.813,184.279,1kBg2zpHm5pM23sYbxmXWs,149348,4
0.953,0.683,2,-5.953,1,0.144,0.706,0,0.0706,0.71,125.03,1efLujNOuRkB1zwpNKGeea,203714,4
0.816,0.638,6,-6.055,1,0.0529,0.0611,0.0765,0.186,0.789,121.995,7ndOcgqhUh0tMkLZ922CeK,162573,4
0.738,0.758,2,-4.334,1,0.0916,0.243,0,0.155,0.724,89.859,4mjFzwPhJwT14UiuFThozg,184645,4
0.554,0.287,2,-10.225,1,0.0263,0.721,1.45e-5,0.112,0.176,78.031,65PjFLm6X567f52At4CI1N,240867,4
0.758,0.805,0,-4.243,1,0.0279,0.211,1.53e-5,0.0982,0.961,116.543,5AzpZ5ADn1AFPxcEBd2Ugf,161787,4
0.433,0.212,9,-17.441,0,0.0391,0.878,1.96e-6,0.0855,0.362,114.268,32sArpwU88TI0FZROvPtcZ,261707,4
0.621,0.34,2,-10.177,1,0.0295,0.443,0,0.113,0.0981,119.985,2kTzTs8tbJgkYAKzHG8szb,304200,4
0.68,0.758,1,-6.889,1,0.106,0.503,0,0.233,0.572,116.965,6zWHTeyazeysU2rNJ49vmz,175066,4
0.747,0.642,1,-7.805,1,0.315,0.0987,3.25e-6,0.133,0.404,96.053,2dttzCVWf4uGwFBpBRcFxC,199157,5
0.511,0.772,5,-6.935,1,0.0567,0.00484,4.01e-4,0.13,0.459,169.956,0ij4IjHf1J5gEz7vdX6fAk,219463,4
0.562,0.82,1,-10.928,1,0.218,0.138,5.2e-4,0.0839,0.422,111.976,6P5Ig5fST2tDIbwBJYqkA3,271293,4
0.859,0.548,5,-7.831,0,0.0432,0.455,8.03e-5,0.0967,0.647,119.985,0pqPu0m8qE45yJWqXEmpWe,216000,4
0.342,0.429,5,-8.439,0,0.0356,0.0206,0.709,0.149,0.392,68.387,3nDfx9WqSNOfbuCP4yonzj,349413,4
0.843,0.724,11,-4.611,0,0.225,0.0362,4.97e-6,0.43,0.511,120.083,2leP3ni1UlJ1Yb4VXnU2fn,124000,4
0.637,0.273,4,-11.871,0,0.0291,0.772,5.03e-4,0.122,0.189,114.036,6ZzubmmGoY3yt21cu0jO9U,208307,4
0.697,0.666,7,-6.145,1,0.0387,0.267,2.23e-6,0.099,0.458,93.007,239cW40XPsqxibAhhmUeVD,217253,4
0.839,0.634,10,-8.022,1,0.0297,0.382,6.23e-5,0.0591,0.967,127.981,0bFOUnXOWPigYGbQH3g0EJ,207987,4
0.423,0.499,9,-8.522,0,0.332,0.108,2.98e-4,0.425,0.435,75.556,43ZWlUt58Vj01Q7nX9HA9z,163864,3
0.799,0.728,5,-5.192,0,0.0936,0.16,0,0.156,0.69,107.016,0t9GJWe1nieYneq8cQCK7D,221776,4
0.773,0.828,5,-5.614,0,0.0398,0.347,3.24e-5,0.16,0.961,107.965,25iCMmoIUHmuD3tQJ8Pplw,251436,4
0.63,0.697,7,-7.145,0,0.0896,0.153,5.63e-5,0.358,0.279,96.918,2mCy43UnI2E0Xp3xOek17f,250640,4
0.705,0.5,7,-10.987,1,0.0978,0.548,8.63e-4,0.114,0.553,176,6qJ2nh8mA0UKxDIgO3dmlS,272727,4
0.554,0.589,3,-8.163,0,0.231,0.613,2.57e-4,0.0982,0.414,74.982,5nmIw3x63nyPhOxUaNSWuz,207308,4
0.866,0.644,9,-7.45,0,0.0479,0.777,0.00577,0.429,0.788,122.976,01WDJ9gcaXFuNzY5ir9CaE,194645,4
0.768,0.673,3,-4.695,0,0.16,0.0466,5.66e-5,0.109,0.824,102.972,5rRMqUvxsXV5XH7GuXT4ng,194853,4
0.789,0.889,10,-1.953,0,0.132,0.322,0,0.282,0.746,109.98,4N9iyh8Zls8zxW7Low7uK8,307749,4
0.603,0.615,9,-9.353,1,0.206,0.144,0,0.242,0.516,154.895,1Wq3tl3gYCHvrcaq2XyMpa,180000,4
0.957,0.579,11,-7.257,1,0.0512,0.5,0,0.0737,0.856,103.981,7cFuzwgbtHXmSKuCzo0qCW,216905,4
0.465,0.494,4,-7.595,0,0.066,0.49,0,0.127,0.457,127.298,6PzOPrXx8tJEqace76yrv2,176733,4
0.624,0.785,7,-4.058,1,0.0588,0.0844,2.14e-5,0.0727,0.36,184.08,580gh01pywO8H2p5atKoQj,203213,4
0.857,0.646,0,-6.599,1,0.235,0.156,2.02e-4,0.347,0.257,122.06,4bpV6uV4Z4d8Z59PfHaNWI,200656,4
0.469,0.513,11,-7.736,1,0.0308,0.691,0,0.12,0.648,182.001,3AoCPB8NMxZcxzXKswXfpY,265689,4
0.716,0.434,5,-7.724,1,0.0497,0.151,0,0.116,0.47,74.998,2eqCRwrmqvKtFgeyd8QjTG,211400,4
0.678,0.702,3,-7.559,0,0.381,0.0681,0,0.212,0.248,102.311,340K7rGGh4wWbzTlUebHGs,210347,4
0.678,0.829,4,-5.507,0,0.026,0.0156,5.82e-6,0.0931,0.748,131.001,1a13lJDJfoIwl1sfjVWy4j,235720,4
0.842,0.45,11,-8.903,0,0.317,0.0404,0,0.0823,0.512,146.094,22QOgAziytbXpNB3ZSrV6b,184189,4
0.459,0.424,5,-7.465,1,0.0293,0.803,0,0.105,0.306,113.725,0H4AZpUvshZ6pU5mBxembi,256960,4
0.61,0.582,1,-6.901,0,0.176,0.711,0.00361,0.11,0.23,90.057,51FsnF6ZUCgRAIbHldxPsk,211084,4
0.298,0.498,4,-7.308,0,0.0289,0.303,0.0031,0.085,0.0383,182.859,1EAsMbwVGXVgPpRI9dAK1E,245640,4
0.538,0.739,1,-5.978,1,0.0359,0.0299,0,0.114,0.414,78.997,5gnqu97deHhh3MBfeJXXev,207787,4
0.859,0.435,6,-11.233,0,0.187,0.0527,4.7e-5,0.0834,0.801,110.062,4vmzHYwTA1yTEKFBZKxaNV,185375,4
0.468,0.141,8,-16.877,1,0.0416,0.705,0,0.105,0.264,140.826,1WpVNGu96nRoVeeUNthWkt,218560,4
0.422,0.547,7,-10.406,0,0.0543,0.512,0,0.155,0.407,127.62,54Z3vX6p9ikwGQuHXeTceb,218925,5
0.834,0.693,8,-8.281,1,0.294,0.0217,0,0.183,0.358,149.952,17gkoi8EGPO1XssTOYK5ki,227040,4
0.576,0.807,7,-3.019,1,0.0374,0.0185,2.45e-6,0.0963,0.48,90.932,4kLm0P01JM1xS94Z4JC3oE,192737,4
0.932,0.894,2,-5.252,1,0.0559,0.00711,0.195,0.0973,0.536,130.035,50cqFin4pRgG13l4fhVPQa,208093,4
0.864,0.939,6,-1.122,0,0.185,0.312,0.702,0.169,0.373,79.454,5izDMFw5DIJsRb8wEukIYK,120062,4
0.801,0.502,1,-7.169,1,0.408,0.141,0,0.153,0.215,75.019,4r4PJQBHAE0bIKCjunhTgd,255557,4
0.896,0.739,10,-4.889,0,0.268,0.0851,5.28e-5,0.0879,0.767,134.101,0gxfdKlRNsUhwb296HvUXA,260083,4
0.579,0.438,5,-6.863,0,0.0642,0.48,3.38e-6,0.0578,0.148,137.328,0V1K6MU0utODk4yNqZKsFv,408320,4
0.391,0.153,5,-14.739,0,0.0373,0.887,3.74e-5,0.112,0.131,138.318,3l6ZWM6mFbPWsgCZyAvP24,245735,3
0.528,0.956,9,-1.724,0,0.0618,2.49e-4,5.54e-4,0.389,0.576,130.014,2Z2CGM6iJjbR1nQn0wnBnS,176027,4
0.774,0.869,7,-5.592,0,0.0645,0.0315,3.15e-5,0.139,0.399,123.988,7Lda61leEwOksSaW54bBvu,234194,4
0.736,0.595,0,-8.256,1,0.0358,0.512,0,0.319,0.966,107.24,1mJV1jFzGsipSA6qzuGMZJ,267610,4
0.201,0.762,9,-5.802,0,0.0578,0.548,0,0.0839,0.436,202.936,49jMerNnYzJg6LBfLjMzWT,164867,3
0.715,0.545,8,-8.283,0,0.19,0.425,0.00252,0.087,0.54,172.042,3JMeYV0UsrWPuyesP9F9M9,178605,4
0.679,0.651,2,-8.423,1,0.13,0.0807,0,0.159,0.374,99.86,27bEbwyTAxvD20U81IIb8P,175947,4
0.937,0.711,1,-6.607,1,0.126,0.0758,0,0.135,0.0643,112.022,7B3zrlgPCNpme2jFlGgImU,158089,4
0.333,0.515,10,-8.632,1,0.0322,0.498,0,0.125,0.314,64.195,2pMCNai7OshHyqb0wwQnO8,166208,4
0.766,0.801,9,-4.241,0,0.065,0.0691,0,0.35,0.439,99.96,6TZpgb50rzIrs23hYhrpNJ,204000,4
0.789,0.514,7,-7.788,1,0.309,0.139,0,0.156,0.29,180.059,1nq4cuh1lsanXBGGSrONMd,170812,4
0.79,0.313,9,-17.991,0,0.0769,0.0509,0.839,0.0936,0.324,129.988,3OnvjhDs5RcHN5qvithdbT,287074,4
0.755,0.641,9,-4.816,0,0.0363,0.135,1.41e-5,0.127,0.546,95.963,3uOeutrLztSX6lU0b0et3B,200400,4
0.368,0.946,9,-6.949,1,0.0529,2.73e-6,9.09e-5,0.229,0.357,148.048,6oGG6BZJVq6wPOC8d3RVJj,234003,4
0.753,0.591,9,-7.793,1,0.0952,0.14,0,0.114,0.644,95.003,2ZCjVUYAZHM7AZw5yCNtxk,184102,4
0.519,0.879,0,-3.598,1,0.0597,4.53e-4,0,0.384,0.774,144.037,1ZUsnvMUqF0uJkhhjZlvcY,195853,4
0.682,0.768,11,-12.385,0,0.123,0.0989,0,0.391,0.849,140.127,4gpk0tV43EHyRYOlYdCBJi,214286,4
0.676,0.713,10,-8.339,1,0.347,0.0577,0,0.131,0.325,132.376,42fhtsUHn2yYgopmCI4OJK,108142,4
0.641,0.803,8,-5.306,1,0.0561,0.023,0,0.694,0.579,112.052,6UEPZv9ZGcoZRxnkCq5C2p,195134,4
0.702,0.748,8,-5.215,1,0.0489,0.00223,0,0.23,0.789,110.028,5qtVXK2ZRv9tfmvqr2MnBZ,166962,4
0.854,0.77,1,-5.887,0,0.159,0.028,0,0.117,0.178,123.984,6vKXDgJmquMzFSVBCH55Nc,206613,4
0.447,0.655,11,-6.926,1,0.246,0.809,6.07e-5,0.0796,0.295,72.024,1g4oy92tEEGMDSRk95oJC0,229308,3
0.504,0.822,8,-6.061,1,0.0533,0.0409,5.5e-5,0.12,0.34,121.977,6SCwR2Sd9ATN0dN6jtD6Hu,262480,4
0.849,0.864,7,-5.97,1,0.211,0.192,0,0.115,0.53,119.901,1fiew8izFO41mKX5HFjhPY,146000,4
0.631,0.787,10,-6.859,1,0.0308,0.00242,1.86e-5,0.0784,0.367,107.975,5rJhX6ZmNNiHYo13WveZaF,245013,4
0.789,0.737,10,-5.276,1,0.132,0.147,2.56e-6,0.0968,0.613,100.027,4sym3xl7tihTCh1qy3cc3E,168685,4
0.608,0.544,2,-8.727,1,0.141,0.442,0.0232,0.132,0.124,179.733,6AmXtz8CoUpH0AXvRSucLx,237694,4
0.52,0.0923,0,-13.279,1,0.0438,0.913,2e-6,0.101,0.208,81.936,4dqysiyUKqZLWnMXmjMXN8,193627,1
0.606,0.896,1,-3.098,1,0.11,0.0861,0,0.235,0.64,164.939,6l1dTAhX7P6EKvA11NLNuW,214853,4
0.527,0.568,7,-6.866,1,0.0285,0.429,0,0.165,0.276,74.998,3B4z3evyiybgDCwR4oJVGY,282293,4
0.419,0.412,11,-11.738,0,0.0558,0.599,0.0483,0.0893,0.19,145.493,7MklY2GT9V5Lnd8ieXfFQ4,271984,4
0.664,0.701,8,-7.504,0,0.173,0.35,0,0.169,0.734,77.51,3u7iwjyzbnaETODbvffH5L,213677,4
0.611,0.672,6,-6.849,0,0.454,0.156,5.65e-4,0.166,0.438,140.56,2pAFc9eH7FgK922PFReIG2,170847,4
0.662,0.616,4,-9.621,1,0.206,0.156,2.22e-4,0.126,0.614,160.071,3ZiuxcBeRanTjfHzVBuuQe,180952,4
0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4SSnFejRGlZikf02HLewEF,193143,4
0.571,0.426,3,-8.407,0,0.0472,0.798,0,0.109,0.512,93.923,52IzyboDKO3vFCWebuDd7e,197234,4
0.939,0.598,4,-6.24,0,0.0849,0.0406,0.0243,0.26,0.776,101.994,7h5wZVRWXxipqKcr13EUQ0,171950,4
0.783,0.835,0,-5.103,0,0.0625,0.141,2.21e-4,0.313,0.586,107.971,3vF1Bk53lUz287NAu5RCpS,134435,4
0.527,0.331,7,-7.75,1,0.0271,0.709,0,0.121,0.301,112.307,7BxwNpDYITLc5bP2OIrtcH,248286,4
0.774,0.586,0,-8.392,1,0.0506,0.0155,1.67e-5,0.117,0.713,102.008,2ack8D0tjC7mzdDOg7ikQ5,172632,4
0.682,0.807,1,-4.768,1,0.274,0.0188,0,0.427,0.393,109.754,5JHXqak8XlejFNO0m8u9nu,183040,4
0.669,0.812,2,-6.167,1,0.0375,0.36,0,0.155,0.753,118.088,7eetS2lIMnmFCVl08IxwB7,174373,4
0.768,0.803,0,-4.494,0,0.0815,0.189,2.22e-6,0.0979,0.521,107.97,5hdW6uwc2IyyRY3ji2P91e,209360,4
0.561,0.595,6,-7.048,1,0.198,0.132,3.47e-5,0.152,0.259,68.36,6nndWQmlQTZP68AxwEL0dh,259933,1
0.656,0.674,5,-7.536,0,0.0406,0.314,3.69e-4,0.231,0.483,112.975,4wlwmhjih4nAig5Qqc5baE,172766,4
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,1R0Ig5KYrSGWvIoPzY4T3l,186945,4
0.738,0.646,6,-8.381,0,0.0598,0.155,0,0.0954,0.502,155.978,2Xr84waT2lRMqjdkjmTYfW,203077,4
0.4,0.257,10,-8.273,0,0.0369,0.91,1.21e-6,0.118,0.378,73.457,5Fhq5yMTAxB7hqXOk06Mqn,250286,4
0.45,0.258,6,-11.659,1,0.0352,0.923,0,0.117,0.462,128.354,5zxcT2AyKIkAYTPEWbvhDR,246704,4
0.547,0.814,7,-6.409,1,0.0718,0.183,1.29e-4,0.181,0.747,146.742,3eL5jJwutVux7277wM5qzV,290513,4
0.582,0.648,0,-8.685,1,0.04,0.697,0.00106,0.347,0.406,104.967,2WwJH3fRVOBwToPO6q2QCr,349727,4
0.52,0.27,8,-9.806,1,0.0299,0.616,0,0.109,0.509,110.789,7irY7Ldcf6BFpycGl62vum,166547,4
0.66,0.387,8,-6.319,1,0.0981,0.0125,3.92e-6,0.111,0.202,154.952,2RLmXnpqCOEjpCvd6sLQuV,112039,4
0.893,0.511,8,-11.209,0,0.268,0.484,0.00201,0.0747,0.443,100.015,2TxDcppMX95JQv9WB5rtuB,141598,4
0.907,0.436,8,-6.592,1,0.0511,0.0062,0.00518,0.0855,0.502,118.017,3LbxqPw09QIOS4BRC0Vrdc,183275,4
0.655,0.676,7,-9.496,1,0.0345,0.537,0.782,0.128,0.825,98.366,4TCTJgkdeWhbPkFZw9SJyv,99200,3
0.61,0.238,4,-14.772,1,0.0414,0.887,0.0432,0.0904,0.357,126.049,4TZ0kv6Elbb4cTsoNXxBZJ,205238,4
0.477,0.423,5,-7.179,1,0.028,0.541,0,0.0981,0.302,129.872,5ANWaocvaBYZo2axRcCI4Y,285243,4
0.424,0.482,8,-7.293,1,0.0676,0.0454,1.7e-5,0.067,0.406,180.034,7o2kcgxxXuQO21IXx3qZGN,280947,3
0.728,0.791,2,-3.399,1,0.0465,0.258,0,0.0856,0.379,140.024,5ZIXGqdAtHOD7oTo3cdIAI,152540,4
0.626,0.942,10,-3.985,0,0.251,0.0286,0,0.39,0.779,89.879,4gwXzyHpEjRa5johygTBEo,225520,4
0.838,0.841,4,-3.907,0,0.0504,0.154,1.43e-5,0.089,0.878,101.953,5RmuMcCHkMTkos8SdnRohq,148321,4
0.706,0.817,1,-4.337,0,0.125,0.069,0,0.0641,0.715,79.958,5a35SM14Z7w3zxBmw7tSzy,209613,4
0.673,0.646,9,-8.45,0,0.432,0.144,4.89e-5,0.0631,0.576,140.001,0vDOy79WCGYQEw1atIrz00,150248,4
0.716,0.711,0,-6.098,1,0.0769,0.00644,0,0.0783,0.827,97.016,1YaLBadQjS701ZLZRGjPMX,171172,4
0.695,0.736,4,-4.997,0,0.0349,0.0483,1.32e-5,0.146,0.36,87.982,7xYs1pcQp3athe5jD3pOuQ,147625,4
0.728,0.514,4,-6.593,1,0.0551,0.227,3.7e-6,0.126,0.801,135.939,5BsZIxUcwZCNxAvGBqLlet,183600,4
0.641,0.433,1,-8.079,1,0.405,0.0291,1.79e-6,0.419,0.226,93.74,6FSOawWa0hnDjIP1gRVm5z,223463,4
0.839,0.454,10,-9.09,0,0.157,0.359,0,0.0755,0.804,159.987,7BYppcUTuG5ysmaJlGSt3t,157500,4
0.623,0.731,7,-6.384,0,0.184,0.166,0,0.131,0.435,180.046,0nJUoF6tA031X6zvX9ee4R,184667,4
0.607,0.819,7,-5.652,1,0.0847,0.153,0,0.314,0.804,143.126,1IFEnlgGI7NAIjDdw1mu7s,178927,4
0.784,0.631,2,-7.904,1,0.0686,0.0768,0,0.0933,0.225,108.037,4ogWXqHNa7y9rstuLfkImF,181300,4
0.495,0.466,8,-9.357,1,0.0784,0.628,0,0.102,0.202,142.329,3nkU4kmv7Ztz7lmKjqxVyv,212958,4
0.72,0.724,8,-5,1,0.321,0.422,0,0.105,0.431,160.01,7yKPegHsuj06jmKQrVMMA4,144493,4
0.443,0.535,5,-8.348,1,0.0569,0.408,0,0.0875,0.493,87.831,6Ni2ybh8Iu4sMjeqGSy1z2,204412,4
0.594,0.477,4,-9.416,0,0.0477,0.0855,2.9e-5,0.18,0.543,101.926,5bebLYCEiqV4AHWb3FMh4P,186805,4
0.673,0.473,6,-8.721,1,0.126,0.0426,0,0.102,0.466,160.156,1KFtLIU729JZClEGDUgtnW,168877,4
0.678,0.659,1,-5.742,0,0.096,0.0212,0,0.171,0.536,98.99,3EIQ75Sip8PryDT10VHjZn,188952,4
0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-5,0.255,0.839,79.997,6Za3190Sbw39BBC77WSS1C,232550,4
