region,id,top_position
Hungary,4n7jnSxVLd8QioibtTDBDq,16
Turkey,70BW4JZYFMYwQ6bl2E34ax,73
Estonia,4Ro98RCK90oHqqSZUnTFq5,14
Portugal,3REzEumDuXBpQH45WEHAr6,190
Austria,5rb9QrpfcKFHM1EUbSIurX,72
Taiwan,2U3ou4BDMdNg23zEKsnvcK,90
Mexico,0Szp49tpFasIjX04Mcsydp,8
Singapore,2WBVjfhKzYXc6fhdpT0TtC,145
Russian Federation,33MgQyqDdQjhBBrm7rGGVb,13
Singapore,1DA36fEIoN6IKuDAI6oBbK,185
United States,04fBskFuMgIx0T0ob7uIhd,189
Norway,4AT2uASA5DkdXiM5pzN17F,83
Israel,5prAfJLfxQdd28glnb4Hyw,59
Canada,54q6WgqyTXjwOSrevVR8z9,140
Germany,1ehBivYZbI2lzpb5Z8dBPS,177
Greece,4ZJPwET9Jrgpkqi4Vo3Yg8,42
Spain,3jwMdFuOiSCznlA8qrFvt3,196
Global,7HMz8o0m7ASQ3ImFPfhWTY,112
Netherlands,2x7VFpoHN8eutpliLKFfuh,167
Sweden,2QOxpD44uhlDRsUSzcRYgb,180
Sweden,5pvVAwQbuFoR7LkcicrKnk,64
Italy,1N90cV79gbBgO0bOs74Y0t,155
United States,7kt9e9LFSpN1zQtYEl19o1,10
Australia,2Wo6QQD1KMDWeFkkjLqwx5,5
Guatemala,0Dn40gxVCMo5TkgS8Ik18Q,38
Iceland,1Nl0j75w7UqoaweOY0vFlF,8
New Zealand,6aoGtdWXBkYQ2O2wnyIz2x,120
Latvia,7KOXm29CY05aCgFk8HToFC,21
Mexico,2W4yTO3qHdqyvbz2UxfIPh,174
Global,350aUOZhGtTOK1dQbQFKNc,179
Italy,11kDth1aKUEUMq9r1pqyds,77
Finland,2vH3SW0kpMSn0f53b2MCED,141
United Kingdom,19WjVVgXjdKXfLXoaDPwTM,10
Bolivia,6yuArSnBrhykjkCxb8eXvl,11
Canada,7B3z0ySL9Rr0XvZEAjWZzM,46
Norway,0kN8xEmgMW9mh7UmDYHlJP,142
Ireland,3pLTOP0G0etiWUknFoRpsr,66
Germany,5qYf19BLOheApfe6NqhDPg,80
Israel,3RkNXZvOSMMElmmXztDc94,120
Belgium,4buHBCFNm5WvttEDevaj9C,182
Canada,6iiAfo4wTA2CVC3Uwx9uh8,36
Canada,7wvYmO5QscgIDDT0eNwbYX,15
Turkey,0DgUk0QGY1QpgTewwNMEnX,110
Belgium,0pYUyZ3aQR1fAOdhXfoD3R,102
Singapore,3vsNteZn6E5qBSSBO78W7b,136
Taiwan,4b1SzvKg74EQ8ftVH0ke8Z,38
Canada,26wLOs3ZuHJa2Ihhx6QIE6,42
Thailand,3h34cQPPddk4x9cluPIAvv,48
Canada,6ZYS6QQxTLsQ6IFXdVx1r4,151
India,6JUQViD0hLXlvWXCV4uUF8,8
Paraguay,6iPDBwtiOZGlfQt9HD0jAG,48
Argentina,0usLRFLmYXYahKNgXxsuJc,110
Bolivia,7hbk4BaF66O09R1gq0bKwj,43
Dominican Republic,12cUU5c82Lwo5lvsxdUXdQ,106
Hong Kong,3ZWCWArPYr1v0iF763oSOz,64
Ireland,46w8k81V0eSBx64XuVHxT2,104
Hungary,7hzlzoOwCZ4D3Ow5YZK4kj,48
Norway,5nujrmhLynf4yMoMtj8AQF,10
United States,72794Eag03xdy7TO0KNuid,23
United States,5xVOqZL4oKJKcXgQvrfx2z,66
Latvia,0cAhE2iDJApegDnVRx6fCK,185
Austria,7bcy34fBT2ap1L4bfPsl9q,30
Switzerland,6KjbNLbRjuoa8rEq5yNA6H,41
Global,4lRwa7PKcGIuJMwtPIYKdy,77
Australia,7E1jVNoWuemqUryI4FxsVD,25
Japan,4mSLOTpYJ44lswS9MH7kEl,107
South Africa,5EVzgDPaM0LCM3M5exl3z8,16
Mexico,5DA77EqppDmCTWGovd4oTP,116
Uruguay,1AI7UPw3fgwAFkvAlZWhE0,94
El Salvador,3KZI2xeiIRJd8fm84ClxH5,96
New Zealand,0gcbrwbpdxGHE9nW0TCoKP,198
Netherlands,1rrrjqwPuV2xuB9oslQkQQ,6
Indonesia,3tjFYV6RSFtuktYl3ZtYcq,35
Honduras,4xI3U4sDj1TPmO9Iz5TkYp,67
Mexico,6gm12xlADJwiBbHIKBXzGW,5
Switzerland,4TWflhgevIGo448fWc6mQq,74
Slovakia,6w8ZPYdnGajyfPddTWdthN,37
Turkey,4g2j0YZdGB8x5vQjXmJsKN,71
Sweden,2hbEANVMzwrOparPvTy8iW,82
Canada,6Nle9hKrkL1wQpwNfEkxjh,52
Viet Nam,249gnXrbfmV8NG6jTEMSwD,1
Romania,1S1dOc3yIPNt4sNxhlOghf,99
Global,7zVCrzzEJU7u24sbJPXA5W,125
Honduras,0YrMTMLpLq1UIkWgghNM6c,150
"Korea, Republic of",6tjituizSxwSmBB5vtgHZE,20
Netherlands,4Hl9rOqYomojCmxYfr25im,173
Netherlands,7suU7NFhD8LaSDRNI4LL4i,159
New Zealand,017PF4Q3l4DBUiWoXk4OWT,15
Brazil,7IG7laqVpcvIIULrwWP5SA,5
Guatemala,4Ba4zZmZbDA3yCyDXxRvNP,85
El Salvador,2BEcap3xJtmiPaHKyfQi4e,9
Brazil,5600nq7TiBraBX2jobyJ3l,84
New Zealand,2CmQrmjFw1H5a7bQuyXLC3,31
Chile,1NtIMM4N0cFa1dNzN15chl,156
Malaysia,2X8GwyuNBiOJKLCLNaefOT,139
Hong Kong,62o3s3h9ZNXP61elMm1bR6,80
United Kingdom,1ZY1PqizIl78geGM4xWlEA,88
Spain,5mAxA6Q1SIym6dPNiFLUyd,181
United States,5itOtNx0WxtJmi1TQ3RuRd,31
Denmark,5Az6J1YuwRTkYgbYy9kOls,65
Costa Rica,71bBFbfn2OBK5QwUJSLS44,172
Spain,1xWH8zYtDeS9mW1JJG23VZ,93
New Zealand,2c7GlMNmF7pbohjykutmLP,157
Greece,4XLu3tTSZiPFVC9mmuR6Zp,33
Indonesia,3NxuezMdSLgt4OwHzBoUhL,73
United Kingdom,2VkuxjlbnbaBiWYpdBGVol,69
Hungary,4MidM1ux8fwIWEM01eX6AC,172
Switzerland,2QoOyCFpDo4NblMLP7vBRT,52
Peru,3CGZ7wfk4skmuyQgua1C1K,174
Poland,7KOlJ92bu51cltsD9KU5I7,66
Canada,6foxplXS0YEq8cO374Lty4,28
South Africa,39JRmdKFka1Oe09FoOCPI4,3
Finland,4uqh9bualXNHXXwO2wPorc,110
Russian Federation,7uoFMmxln0GPXQ0AcCBXRq,23
Taiwan,13mWClHbl5ZqRhnWlFiJQ9,122
Portugal,5xMzazov0IHYllrc8U2K6F,81
Australia,6pcywuOeGGWeOQzdUyti6k,75
Costa Rica,1g2Z2lOrwayOzDqOc8EfbR,51
Brazil,5ogJPWcPBkIcWSXMUSdU4A,48
Sweden,5Oj7wwRd4JvCliAWcX9TsY,90
United Kingdom,0kmrXYtFI8cgxsShrJpThx,123
Luxembourg,57ZUX6TNyKLBydAdVVd02x,22
Brazil,0sf12qNH5qcw8qpgymFOqD,36
Netherlands,2cvOfKHOHgwQlLiuLKP2xR,143
France,7zLGHiDWd9T1Rxw4PQCb13,60
United Kingdom,5a6pdCHlWS2ekOOQ70QnAr,80
Thailand,0cdQJyb7pZJMw9obUd8lue,199
Brazil,4Oun2ylbjFKMPTiaSbbCih,8
Chile,2KTkqRdKDNKfjlcpHH2ILv,145
Denmark,4YhN72dRYL2Z3MsaKyT7rS,57
El Salvador,2aksifNn5ph8igDOkPBA02,199
United Kingdom,3xRcQ04b0l5RiU2w7lJhCD,105
Global,0nWMTq3fBceV1uZlhFn6of,103
United States,1ZBH3RN8bxxBJE9rFoZwDT,139
Global,62vpWI1CHwFy7tMIcSStl8,106
Norway,3B7FO3kJ5kv3mX7yiaB7sT,176
Ecuador,44KKhCyI0BGS6LvVyDqJtH,169
Saudi Arabia,7COXchtUOMd6uIT6HvmRaI,38
Austria,0ZNU020wNYvgW84iljPkPP,134
Romania,7DBFslKWQzoRgO0HBBkL3u,17
Dominican Republic,6elo8nuHxCrivH6Dxmditp,39
Sweden,1MBtNXoT6cXrrSstG07Lf7,72
Slovakia,6PQ88X9TkUIAUIZJHW2upE,2
Poland,7q3qX7Ees3FZtRFJXWgPZs,115
Germany,1IBUPdwV9TvaipSODdt8QY,1
Thailand,3OLkecLbqxFwIyjTWQXtvt,108
Global,7soheVOGSiTE8boPNzDibi,107
South Africa,4ppeExq0xmIX6Vjrsjbijz,76
Brazil,0GhaUJVyWwAKDELlAAFWyo,96
Dominican Republic,5hJS58YhHMHkItokYnSh2q,87
"Korea, Republic of",1GFS1xMbcAWXf5W0tSuZev,3
Switzerland,1tQRE9DOEtDzMSGRsGYqFM,187
Australia,1f5PNhkNgUpvDEeZfcIlO1,96
Norway,0uRNd6KKAjyTgkVIzOeOLx,58
Sweden,1diS6nkxMQc3wwC4G1j0bh,17
Turkey,1EXotCuzdXR34W1MoP6Um7,195
Australia,4EM8ZRafUv02ugYyJoJo7o,51
Netherlands,5hM5arv9KDbCHS0k9uqwjr,171
Dominican Republic,6yllTYSMEmOagRltq1VlsP,12
France,2InKuNaoyiBDf4dmr780BZ,13
Australia,31sSFHIe4NaxltVFOEIcTa,93
Uruguay,5zu9xieHTcl3pEISNJTKmZ,162
Argentina,5a0nHa7F4S9hb0Zi0zLS8w,155
Austria,5b6zjsBrZCqe6RFycLz2tc,168
Thailand,1ahVFh0ViDZr8LvkEVlq3B,107
Czech Republic,3nTIvcfFkFEUL4cdMaEt5H,76
Italy,18Gv5863ESC6rQJn2X6Hm8,42
Taiwan,4NGSzMAklZOJVIB12J3Rup,69
Bolivia,00szcRmgqJGtqrfIUYkM1h,18
Hungary,3Uh542HASxOUSskh241cc5,29
Finland,1uhPCuhxeC9wEYl7smMByK,135
Global,2DomOAEa6ghF8BzOES61tK,186
Hungary,3H3r2nKWa3Yk5gt8xgmsEt,159
Taiwan,6IbL0KVU8N64iNWZ3ozRo9,129
Viet Nam,5DlXq40tjFwd3SFp55AfKp,151
Japan,003eoIwxETJujVWmNFMoZy,132
Paraguay,3cRJo0hXMcrXa7oLfAUU4d,53
Hong Kong,2i284Ij8Om3XCnsSp2gOvo,28
Thailand,0nW8KgIzm3Q6DCLHUtEHDh,79
Czech Republic,385VOmGbguaPG57TgoW8Lh,114
Hungary,0tXPhc8LvM4dPvoRwI66XQ,37
Spain,175bSbg9XdRXIb05lMhT4U,161
Bulgaria,0ky8syPEVEfD7qCxMTW49X,71
Taiwan,0TvQLMecTE8utzoNmvXRbK,190
New Zealand,6ap9lSRJ0iLriGLqoJ44cq,25
Netherlands,5PGZqMI4G3mhc1j8nWCtbk,58
Latvia,4J4zx8xGJpuGndrVc06KaT,56
Poland,1kQhi22kyluRCnIPAXtxEZ,183
Israel,6CcJMwBtXByIz4zQLzFkKc,38
Colombia,02MWAaffLxlfxAUY7c5dvx,132
Austria,5Xc74Dn1ZKH6H8XaVGOHXG,146
Romania,5dW1VZPcFqB4n0P08rGDgm,125
Romania,20ZP3Om9DvDazXrNUC7WM2,130
Hong Kong,6id0KJ3XgvJLSzyMtHBj67,40
Global,4BGmYEDOK1swwoxTtfmVZD,46
Hong Kong,0v3rYUt6mdg5u7wdgkyQLf,196
Sweden,3G69nPByVZKPtgsesLKbx4,5
Belgium,18HNGxDOcshRU2Hdu8tMOM,6
Hungary,0PvFJmanyNQMseIFrU708S,14
Netherlands,2ksOAxtIxY8yElEWw8RhgK,24
Latvia,06IdUbnrpRZ0IKI9IlO96I,165
South Africa,0SQW4Z8PYiNn1TUwoXMY4l,147
Netherlands,3DLWn6vzrolzRUpjiopq0j,128
Austria,654asYGOrY9LZLiQD73O4F,144
Czech Republic,5XQMr19TL7Mfksq9zihbOu,61
Indonesia,1fFcUhuTyKulwqikvRG2hJ,4
Norway,2Shm0LYhyS3mGnc1B1JH8T,109
Hungary,3AEZUABDXNtecAOSC1qTfo,105
Finland,6Kj17Afjo1OKJYpf5VzCeo,55
United Kingdom,3tehrxZR8eaANHov4cEctL,52
Finland,07Q66eDIWO5Y4RZPziEEoW,108
Malaysia,6Ll3qUTssdGWMxbwhMud2N,52
Estonia,1xYpVRspgaLxdJLOTQkTjg,30
Germany,4cVXn7JvZ3CTv8o22P27Gr,181
Italy,63aj87TQG6F3RVO5nbG2VQ,35
India,6qS40yL7kXVoChI8SSCQIQ,12
Hong Kong,6nV2dFZXpv1JlqDWBeTXRl,95
France,15dnkAHcHC0vrIUlbiPiqU,94
Global,6wbDn8NI3ygkOeDJiS0ASi,66
France,2ygvZOXrIeVL4xZmAWJT2C,77
Czech Republic,6sIbv1oWOuma2qV907MUbk,80
Chile,5EHRc2WJASyZg3alJqsbqU,42
Sweden,2rb5MvYT7ZIxbKW5hfcHx8,4
Lithuania,4x37woxQ1ON2dThJ0uWMm7,4
Finland,7xQAfvXzm3AkraOtGPWIZg,68
Latvia,6piAUJJQFD8oHDUr0b7l7q,11
Saudi Arabia,13F2adrvrpaq2383GHh1Jl,160
Malaysia,0LbdbJ822xbP4IvhrJi5Yt,170
Peru,4vTgx6h4seHvkuFh84JXYP,104
Ireland,1gDQHw7LCfxcKmkgaFbdIV,26
Canada,5Foe9nJg1uSVMVpMtO1p6z,109
South Africa,4pUxYUHVKXWsgGhEhOu7R9,135
Austria,7gZQfdEQpmwAoPHSbEHzms,148
Romania,5CBnWXD8M7e8Q6WubFLtXy,170
Taiwan,2gbMPBrBVj3CuNTLp2dHYs,188
Indonesia,30mCoJIAVtCfEy7VJ3DG5q,168
Italy,4C0ZyRuaXTCuBHwCSCVPyU,136
Netherlands,2769RhOZs0ezRncRW1vryp,161
Global,6YJdPrH3i2POzu7hdHIRrb,40
New Zealand,0w1ZtnzQmtmuuoKxHT0pLL,47
Belgium,1FP9s72rDYty6mfoOEYKnE,9
Finland,4x5M6fomSd7VREuWgnSnSS,104
Greece,5SE57ljOIUJ1ybL9U6CuBH,39
Indonesia,6SRWhUJcD2YKahCwHavz3X,17
Israel,0BsEqcYJAq0LVbRiq2Zwxu,141
New Zealand,6I6NX6tjGsxFAsIfGzY9lJ,53
United Kingdom,21rBVSwu6bc1zwSd6J8Xo4,102
New Zealand,13aKdwvdGjuZDv2OOKyvs7,80
Thailand,07s9NNOT0sZQp7TyolLLgu,194
Greece,41NGZi4jPRPlHGXNI55hyC,177
Chile,7en0831Kv3C7qDh1kXhM9U,85
Mexico,3Bfk6acWUkwZnXm4RS4ynC,65
Chile,2p34HFPU10LkEekwkUKMzS,62
Israel,52N2FDUfL0mPyAFfxRWheT,12
Paraguay,4b2V2ZuTYELubat4l5qZaE,41
Lithuania,382fDahGazmlx2R4vggG8Y,45
Hong Kong,01QhKtUc12FGw2wX7dMYvv,42
Panama,3ngk8mwDOK0ALLtWIYyBI5,114
Honduras,1LBlcCtOrKITXpEp1hnNpj,21
United Kingdom,2gam98EZKrF9XuOkU13ApN,70
Turkey,5s47gmDc2JHh8Z7q4ue0qp,140
Peru,2zkVH2daHyjS51g7PRJFDn,93
Latvia,4wopYJ5wpYOM6ogm2Jugnw,56
South Africa,0c03Msz0N2XIiBEpwbdlGd,176
Austria,3Fzlg5r1IjhLk2qRw667od,147
Chile,00QBHaaP4KUcjlmxWriMbC,192
United Arab Emirates,0Ai6qtPfiEYGCqBGJYWD1W,52
Switzerland,1wGYcpJZ59rePkNu4zHmLu,48
"Korea, Republic of",1VUMGh78m27FPB1vXL9ipW,148
Honduras,3a29UVSEIj6x3YcfKs2rdi,25
Malaysia,2soCr3tI1sJ6lFrxBPQVzQ,118
Argentina,2hmibAtdObO8F4tnhLENuQ,98
Mexico,0atfY1ew83Ql9nNnJiD2t5,59
Thailand,0z8hI3OPS8ADPWtoCjjLl6,58
United Kingdom,24NuEDgyRIljwSyY0lsr7b,77
Chile,5AEtlRudpgdT5FtNiuly6Y,156
Panama,69XHHNUwwgm7I0dlfqaGJS,84
Belgium,5C1TucCRf4Vjjree1OItyv,139
Denmark,34mLaAt4HZzQOIplvRTURn,1
Spain,2EEeOnHehOozLq4aS0n6SL,106
Nicaragua,7D93pJcwymzaZx8WgBo2zG,86
El Salvador,68AFwp0MnkWketMmnfvzR8,158
Lithuania,1DMEzmAoQIikcL52psptQL,57
Malaysia,7C39RtGhnEw7cyf0Pyw7PV,13
Indonesia,5JCoSi02qi3jJeHdZXMmR8,54
Bulgaria,4T2qYgSrpQe1nSzQo9tZFv,72
Dominican Republic,7lR4UmEDJ1ngczVX2NiNi4,24
Austria,77wm0pMH1wLe2VnBcIEU2r,200
Canada,7zQirOExB0VR8yWUOqYeio,20
Austria,7mEDVrAHDnQJStDo8jKJJm,28
Costa Rica,1D3ODoXHBLpdxolZRHWV1j,80
Czech Republic,1OfLNb6dQ9dra1B58iT9Ex,193
Greece,60a0Rd6pjrkxjPbaKzXjfq,14
Portugal,6FnE1Y3iWcvVHFB3oLC0vB,3
Sweden,4NSW0Km5ZG60L8FthUebPJ,54
Russian Federation,5XAPpyIoYF3QXP34Hv8Pvx,133
Honduras,1O18MtSAMUk7JfAVB8gGzs,45
Denmark,7s25THrKz86DM225dOYwnr,73
Iceland,527GqNC4mcZ45iNhkAxwSm,43
United States,1oQQ5pf4hft7C3s75B8fXb,107
Norway,4JA5Hz7lFmnKAa1yoqrAfH,195
New Zealand,24Yi9hE78yPEbZ4kxyoXAI,1
Denmark,4BiiOzZCrXEzHRLYcYFiD5,53
Colombia,4CvId64YZSB0RfRdfzPIQU,169
Germany,00pXPeNvEBEFNUTVBT62QI,131
Czech Republic,2CuJyE7ElOFAw5tNCIa9r4,18
Belgium,15kQGEy89K8deJcZVFEn0N,35
United States,3DB14jHq2qNoByUN5W2gz1,65
Switzerland,2t16D9V5FmmRAJjsSpwvZf,71
Uruguay,6cpk00i5TxCqSeqNi2HuIe,100
Austria,1pUaqU8EUStLTqERPzcp3O,7
Finland,2yXjdO8lUhb6X1lVaBJN8B,88
Switzerland,4NcJdWFnDzubpcG31CrDU1,89
Australia,0b93RamitTFJk4hdExzO2h,52
South Africa,2gwkD6igEhQbDQegRCcdoB,31
Norway,5uDASfU19gDxSjW8cnCaBp,177
Nicaragua,78kygHp1dvW1kncYjBgbe1,54
Russian Federation,17vGPZ5EsdvtgAOCD4FLWI,157
Latvia,5ChkMS8OtdzJeqyybCc9R5,8
Spain,4G6oj1Vdvpm6I46ZHLpnEz,179
Germany,46IZ0fSY2mpAiktS3KOqds,2
El Salvador,5NNlUMcOEOdoOIwwaWXv0k,31
Malaysia,12Fkyg9lpmaz2zmKOfw2Y2,139
Poland,2DQNYMRjisN3KAPj1bEwOI,84
Argentina,7dbka99KTWke5o9hRp0JoB,133
United States,333OkWOgbV6C8I5wRLfuSx,41
South Africa,4HOryCnbme0zBnF8LWij3f,20
Thailand,1eN1K7YPRButXU7Mq0V58N,149
Norway,5qrSlOut2rNAWv3ubArkNy,34
Poland,4u7EnebtmKWzUH433cf5Qv,92
Malaysia,5JSVa5i6lFPoyOzK4gj0Ox,61
Switzerland,3rIl1xa1Bzsp5zMkd0CT2Z,154
Germany,5Foe9nJg1uSVMVpMtO1p6z,115
United States,05bnEv2dpFzmGVLGdjD9UP,54
Thailand,2stElshTCkdXTnCkD9moQF,91
Greece,3Xx2UgJt8yzlnnZHIlfqbp,8
El Salvador,71R8HJxQk5qMiRstrlXN9t,6
Finland,6pRQW7DWi0njQKujWFtuv1,90
Taiwan,5RwsROKihgOBkwNtCF0FnG,92
France,5fnn8HMez3VWxSmjhKXb6M,90
Norway,3VzNLWRd9z28jmynX4ukTZ,198
Egypt,5aGIFxuyaC82NknhNy5TEj,74
Germany,5dKH9FHtt5U5jtis4NxL3u,59
Romania,73F87Sqh6jQWucOOvz1WFx,24
Japan,6n3HGiq4v35D6eFOSwqYuo,68
Argentina,1k1CJlU1eAEpAbNK0TVeKD,43
New Zealand,0UyljEbX9dqI1K0sqdv6B6,54
Switzerland,4rhDWDCDGAZbLQWnirc6mB,99
Guatemala,0MT6qJd7wKlWjH7tP7oWHi,79
United States,24Z8TJVPwyItAiPC1tlWcc,185
Taiwan,3xpDvghaf6ZqV3suhMFhPT,80
France,5mCPDVBb16L4XQwDdbRUpz,30
Belgium,4roNDqb3Mm6EUAPCtW0Sct,147
Iceland,2Ec33AVlkTTq8BHFgBTdQs,2
Australia,63VyEdzMM3w4ZQ1WtARa2S,65
Greece,2O8gSQ9z52tZSLJnuzjkcG,104
Germany,3I8gyGzky4CvtyAt27T3dh,196
Portugal,3YQUpKTmtgPJf8u6ooi9KA,100
Ecuador,2U7Hu2RaNQNRi7izoJyZaX,68
Honduras,6xZ4Q2k2ompmDppyeESIY8,112
Lithuania,6k1BTTIOQW3BjyKkZ3Dz35,39
Philippines,0GuAFGEkbWayjhWdlYlr7K,189
Ukraine,2JW4xfHvM6t4Fgov0jDRZz,54
Romania,4CzhtKifG867Lu5DNQVBSA,31
Czech Republic,6N1EjQjnvhOjFrF6oUmGPa,141
Turkey,51Hw0RhA5pa8HxiuQd8eys,193
Thailand,73ipE4lfZ53pvBbJPXkiEK,61
Czech Republic,1TfqLAPs4K3s2rJMoCokcS,60
Netherlands,3caMfJGFp53NAH2TuigdNj,67
Finland,6epYXTyssR5T8OK1iXWfCA,61
Romania,6f5ExP43esnvdKPddwKXJH,145
Germany,5r9PgwN9hQkjvoKhwmw2mM,27
Italy,6jdC4Fl0xWdo2H7WqcoVag,161
Sweden,6Yk3pZPw8hlUBMTeLLLRC1,62
Dominican Republic,3pxPC27FJt2wg7cr2RVVaY,82
United Arab Emirates,45S5WTQEGOB1VHr1Q4FuPl,44
Norway,48WidxP9CqyYtk97pwGZ3c,79
Saudi Arabia,2D0FX6WiP1GKGL3yCdXxs7,36
Philippines,3roMGtDfleE2N8M56E2WFs,200
Netherlands,3eoNUm0LU9hATVVi9w4fM6,130
Switzerland,2sWOUbbdQ4S1qMkrgfjBVU,124
Hungary,5Q7zuH8VNu7aLappSusPu6,76
Sweden,6v158kg6ju9kq8ldB4NmIN,18
New Zealand,50mAhZYOG3BgICGfc5VQE6,171
Colombia,6Pur3hWy6Nzc27ilmsp5HA,102
Latvia,2xGO2UjzxeVQSIkyg98vck,39
Canada,1De7cOMrdUnVpjWBaowMg4,37
South Africa,1JTCKq4WlEeYAZQ9EUEykr,53
Latvia,0YevRlTDW9tyIwViCyke8Q,44
Sweden,2Js20QlkLZQhoPOdPxdoGq,142
Australia,2kPpxNSgXRvu5yqkRLKJIu,190
United States,4sxLB4ibrNZko2Y9wHfwZ3,105
Latvia,7MSS9mAqAHHkUCa7HL0RbA,2
New Zealand,2dfqS3MRtbLZSZA1IL8xY5,61
Global,1lsBTdE6MGsKeZCD6llNu7,72
Guatemala,0alSPoUfrGb0RdVVG4Lf3n,77
Belgium,69c3ANqlLXcVPt80fQonP6,64
Philippines,4J4zx8xGJpuGndrVc06KaT,198
Panama,4HuQ2Jl76X1eC2sGpXrzel,148
France,4wNIkl5XGiAACjFBlDWuSd,73
Romania,1f38Gx6xQz6r4H1jGVNBJo,7
Switzerland,2JxJORpEFsdbknphagWIWq,169
Norway,49W1ZqawgaAwbIY3Hlrp0K,183
Germany,79nEEoEPY2w8EXj9hjn5oc,21
Peru,2niUiaoJDCzNldW0pV66zb,180
Czech Republic,1bjd4UgjnK5hedJJKmi3YP,78
Netherlands,6X6SdJzxyw7GzxwP2fr9WV,53
Lithuania,733c1CWmIGymoQXdp7Us88,114
Austria,2ijef6ni2amuunRoKTlgww,88
Switzerland,4hExiZDbGdegofpEc9t0Fu,50
Norway,77qtN2PSZQkf8KdKdtZAog,179
New Zealand,77MdvMx9L4ZQuLhhn3o21h,126
New Zealand,1lzr43nnXAijIGYnCT8M8H,123
Mexico,1LBlcCtOrKITXpEp1hnNpj,110
Slovakia,0mQqNqe2idTd6SiPHgCjc3,78
Latvia,42lMpD35EFRjr6TiKFxeVU,41
Chile,4bTID1qPjca9WuTZGkGRKE,147
Belgium,5qZRZxbsNd4EQkLZuNpW9u,60
Philippines,1Fo4OvzP9PThFKMeMIAEYu,42
Peru,7KxhSJOYiqCDclXDBNlFSZ,141
Dominican Republic,3Wrjm47oTz2sjIgck11l5e,18
Netherlands,6QG5phE4hAKh7f8nD6IIMp,129
Denmark,50S1qzDaxqpL0FH8rhtxZ7,72
Norway,0zLCBJZSiELJf02ucPP9wb,18
Austria,1fW5PpJSmPiVXAi0l92PHm,2
Ukraine,3QSjVPObHxuAJc3E5nrjRn,141
Spain,3ITvHA9zhZZdBJsOsAUegF,1
Russian Federation,2DYzsMQpO7xOw7b3JwyIWP,6
Costa Rica,61S79KIVA4I9FXbnsylEHT,33
Finland,1pzR8BDzu3B50AOKMkafOk,9
Panama,2nUJvBO87SkxCViQsLc9Zr,168
Australia,2SAqBLGA283SUiwJ3xOUVI,2
Panama,1OW47kPsWJfvhcQ7V7XwhC,119
Spain,1Y2BDMHWfIHTVkutjlx5EF,112
United Kingdom,1ixphys4A3NEXp6MDScfih,51
Slovakia,2mfUa8bLs2s5N4VaqJZ4lZ,24
El Salvador,5PDoWY5Av2Ba3rWIdY9Ij0,141
Canada,1USJRpWDFhxwhCajPXBeel,59
Latvia,7fxSLnklnayJNBIKntXedZ,33
Argentina,53CJANUxooaqGOtdsBTh7O,103
United Arab Emirates,3CLSHJv5aUROAN2vfOyCOh,99
Portugal,6qouBO0wJtYc3k7DfKRUBx,72
Ireland,2r4JRwcbIeuAzWjH4YXlLs,9
Netherlands,1iSZPndzmY6NvL1jAtIvY1,27
Global,3cFsmM51N5zMAuu1nNY4Tw,72
Ukraine,4aJPWF84LLDiJNBDHBVwOL,184
Germany,4WkcGT6VQndAd1rtRa8f8t,92
Sweden,2wJa1YIO9Eqm9YspREH7Nr,120
France,2L9QLAhrvtP4EYg1lY0Tnw,110
Indonesia,5SXEEYJxc5OPoOn5H9SHvX,36
Italy,0188AG0rjqVWbYhDPd8rgr,107
Thailand,5qe2mnouQfrbzec96JvBD3,157
Saudi Arabia,6uJONCdr2rC65BNmCnTBWK,60
Romania,6OGogr19zPTM4BALXuMQpF,1
Estonia,5BK0uqwY9DNfZ630STAEaq,54
Netherlands,3Q4gttWQ6hxqWOa3tHoTNi,56
Austria,4wNoRqV13QFo0ioevVaP1W,78
Greece,64fzn2ewOdSH57wrxTPGov,119
Singapore,0wFmawqundY8rOn9sZUqA6,61
Estonia,1onArS3ekC0yvq7604ANC7,29
United Arab Emirates,08fa9LFcFBTcilB3iq2e2A,47
Portugal,4RE3vueod5PL48rvHtuu9C,101
Estonia,4EJ3rAvHIHxuGf1qTYCW0J,137
Colombia,4izg6Hydc6XGErWW6nbdsV,166
Hong Kong,3bxtgzAeAZPdRtKoPL5GG2,89
Poland,1058fW9H3fZA6QjYCdOBad,85
Germany,1000nHvUdawXuUHgBod4Wv,97
Finland,7iDxZ5Cd0Yg08d4fI5WVtG,90
Uruguay,4QVrFHXINjFlGuotAhiUmr,114
Philippines,39JRmdKFka1Oe09FoOCPI4,125
Mexico,4KkUjFkcQvGvWekl8RATDn,11
Czech Republic,7o2kcgxxXuQO21IXx3qZGN,159
Saudi Arabia,3H7ihDc1dqLriiWXwsc2po,39
Latvia,5p3NP9mQblDsVJLdfNZJ3I,23
Slovakia,1HagMz5nWk1HmevNCBOxF3,35
Iceland,1xWH8zYtDeS9mW1JJG23VZ,55
Global,5xlS0QkVrSH7ssEbBgBzbM,43
Czech Republic,2WyNqDHLRJLzJuidCsO1Ey,175
Philippines,3uB6rxXYjmMEhOVJT763S6,119
Singapore,56XaEf9Mo2Njaxa9TIn5LR,91
Russian Federation,3sRsr0TzQ1gMEEzJfWf9cW,6
Spain,003F0rm5lqxcmhvJPKgfaJ,147
Lithuania,384Oc8MQzITdL2DGyCeivN,59
